timestamp,datetime,comment-id,author-id,agrees,disagrees,moderated,comment-body
1545843962285,Thu Dec 27 00:06:02 WIB 2018,297,5102,1,0,0,Hello
1543770693923,Mon Dec 03 00:11:33 WIB 2018,296,5096,1,0,0,Football and other kinds of aggressive sports should be replaced by sports focusing more on cooparative aspects and social competences.
1543139921862,Sun Nov 25 16:58:41 WIB 2018,295,5094,1,0,0,Ich denke Football wird noch lange ein wichtiges Spiel sein.
1542366372981,Fri Nov 16 18:06:12 WIB 2018,294,5093,1,0,0,"Lots of professional sports cause long term injuries. Such as soccer, tennis, boxing ecetera. Isn't sport supposed to be healthy?"
1540825638051,Mon Oct 29 22:07:18 WIB 2018,293,5088,1,0,0,Yes I agree
1534854407501,Tue Aug 21 19:26:47 WIB 2018,292,5051,1,0,0,"A life without football is like a salad without dressing, sad and boring"
1533097441410,Wed Aug 01 11:24:01 WIB 2018,291,5049,1,0,0,Donald Trump requires low intelligence voters to survive as a politician
1531136242939,Mon Jul 09 18:37:22 WIB 2018,290,5042,1,0,0,Football is a beautiful sport and such issues will solve themselves with time.
1529335345067,Mon Jun 18 22:22:25 WIB 2018,289,5041,1,0,0,“tribal”. that's exactly what’s wrong with football. folks way too willing to get high on tribal experiences. small spectacles - yay!
1529335148757,Mon Jun 18 22:19:08 WIB 2018,288,5041,1,0,0,"football may indeed be “too big to fail”. but so are banks, quote unquote. probably both need taking down a peg - or several pegs?"
1526887024660,Mon May 21 14:17:04 WIB 2018,287,5037,1,0,0,football is exciting
1522923237181,Thu Apr 05 17:13:57 WIB 2018,286,5026,1,0,0,"To most of the world ""football"" is what Americans call soccer"
1521187901641,Fri Mar 16 15:11:41 WIB 2018,285,5022,1,0,0,RuPaul’s Drag Race is defining mainstream gay culture.
1519261671447,Thu Feb 22 08:07:51 WIB 2018,284,1,1,0,0,test 24234234
1519261611081,Thu Feb 22 08:06:51 WIB 2018,283,1,1,0,0,test aisdfj
1518200689944,Sat Feb 10 01:24:49 WIB 2018,282,1,1,0,0,test etasetsd
1516913681032,Fri Jan 26 03:54:41 WIB 2018,281,1,1,0,0,testing fooo
1516599351960,Mon Jan 22 12:35:51 WIB 2018,280,5000,1,0,0,iausdhfiuhsdf
1516387207933,Sat Jan 20 01:40:07 WIB 2018,279,4996,1,0,0,test auth write with xid
1516387169266,Sat Jan 20 01:39:29 WIB 2018,278,1,1,0,0,test auth write
1516134929655,Wed Jan 17 03:35:29 WIB 2018,277,4995,1,0,0,damn homie in high school you was
1515615756685,Thu Jan 11 03:22:36 WIB 2018,276,4876,1,0,0,"As long as everyone is aware of the impacts, they should be allowed to make their own decisions."
1512623652823,Thu Dec 07 12:14:12 WIB 2017,275,4981,1,0,0,tejisotjaoisjd
1512623551043,Thu Dec 07 12:12:31 WIB 2017,274,4981,1,0,0,test 324234235
1512623207606,Thu Dec 07 12:06:47 WIB 2017,273,1,1,0,0,test joaijfdisf
1512564432405,Wed Dec 06 19:47:12 WIB 2017,272,4980,1,0,0,Football can be boring.
1511550270256,Sat Nov 25 02:04:30 WIB 2017,271,4971,1,0,0,I don't think so.  It's probably more the possibility of going to a good school.
1511273926442,Tue Nov 21 21:18:46 WIB 2017,270,4969,1,0,0,Voting on statements about football adds nothing to my understanding of the issue of concussions in sport.
1510945600554,Sat Nov 18 02:06:40 WIB 2017,269,4956,1,0,0,test sdjfjsf
1510164948144,Thu Nov 09 01:15:48 WIB 2017,268,4943,1,0,0,Football... how can it be safer but also retain what makes it interesting?
1510112149290,Wed Nov 08 10:35:49 WIB 2017,267,4942,1,0,0,More provision should be given to homeless people in the design of public space.
1510005707192,Tue Nov 07 05:01:47 WIB 2017,266,1,1,0,0,test jaosidfjioajsdfioajsdfoija
1510005699591,Tue Nov 07 05:01:39 WIB 2017,265,1,1,0,0,test alisjdfioajsdf
1510004731392,Tue Nov 07 04:45:31 WIB 2017,264,1,1,0,0,test ajsdoifj
1510004661580,Tue Nov 07 04:44:21 WIB 2017,263,1,1,0,0,test ajaisodfjiojaisodfj
1510004532856,Tue Nov 07 04:42:12 WIB 2017,262,1,1,0,0,test jasidjfakdsjfoia
1510004337983,Tue Nov 07 04:38:57 WIB 2017,261,1,1,0,0,buttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebutt
1510004300015,Tue Nov 07 04:38:20 WIB 2017,260,1,1,0,0,buttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActivebuttonActive
1510004272812,Tue Nov 07 04:37:52 WIB 2017,259,1,1,0,0,ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj ajisdfj
1509982105967,Mon Nov 06 22:28:25 WIB 2017,258,4939,1,0,0,test ajodifj
1509982078831,Mon Nov 06 22:27:58 WIB 2017,257,4939,1,0,0,test jdoijg
1509981591626,Mon Nov 06 22:19:51 WIB 2017,256,4939,1,0,0,test ajsiodfj
1509980153764,Mon Nov 06 21:55:53 WIB 2017,255,4939,1,0,0,test jgoidjgosdifjgjgsdifjgio dsjfgoijsd fgjjkljsdlkfjg sdoifg jsd fgo sg
1509980008603,Mon Nov 06 21:53:28 WIB 2017,254,4939,1,0,0,test 324234uh
1509978630783,Mon Nov 06 21:30:30 WIB 2017,253,4938,1,0,0,test 32u98523u
1509404266626,Tue Oct 31 05:57:46 WIB 2017,252,1,1,0,0,test asdiofjasdoifj astest asdiofjasdoifj astest asdiofjasdoifj astest asdiofjasdoifj astest asdiofjasdoifj astest asdiofjasdoifj
1509110796040,Fri Oct 27 20:26:36 WIB 2017,251,4929,1,0,0,Comment
1509110703691,Fri Oct 27 20:25:03 WIB 2017,250,4928,1,0,0,hello
1509039747933,Fri Oct 27 00:42:27 WIB 2017,249,4928,1,0,0,Football sucks.
1508339311857,Wed Oct 18 22:08:31 WIB 2017,248,4899,1,0,0,test 2 French Oct 18
1508339275843,Wed Oct 18 22:07:55 WIB 2017,247,4899,1,0,0,test 2 Oct 18
1508330883573,Wed Oct 18 19:48:03 WIB 2017,246,4899,1,0,0,test French October 17
1508330467027,Wed Oct 18 19:41:07 WIB 2017,245,4899,1,0,0,test October 17
1507905388801,Fri Oct 13 21:36:28 WIB 2017,244,4919,1,0,0,Ok
1507905227292,Fri Oct 13 21:33:47 WIB 2017,243,4919,1,0,0,Ok.
1507905222284,Fri Oct 13 21:33:42 WIB 2017,242,4919,1,0,0,Maybe.
1507905218739,Fri Oct 13 21:33:38 WIB 2017,241,4919,1,0,0,No.
1507905215404,Fri Oct 13 21:33:35 WIB 2017,240,4919,1,0,0,Yes.
1507905045464,Fri Oct 13 21:30:45 WIB 2017,239,4919,1,0,0,Football is good.
